participant_id,session_name,frame_idx,rmsd,noseTip_raw_x,noseTip_raw_y,noseTip_raw_z,noseTip_baseline_x,noseTip_baseline_y,noseTip_baseline_z,noseTip_transformed_x,noseTip_transformed_y,noseTip_transformed_z,noseBottom_raw_x,noseBottom_raw_y,noseBottom_raw_z,noseBottom_baseline_x,noseBottom_baseline_y,noseBottom_baseline_z,noseBottom_transformed_x,noseBottom_transformed_y,noseBottom_transformed_z,noseRightCorner_raw_x,noseRightCorner_raw_y,noseRightCorner_raw_z,noseRightCorner_baseline_x,noseRightCorner_baseline_y,noseRightCorner_baseline_z,noseRightCorner_transformed_x,noseRightCorner_transformed_y,noseRightCorner_transformed_z,noseLeftCorner_raw_x,noseLeftCorner_raw_y,noseLeftCorner_raw_z,noseLeftCorner_baseline_x,noseLeftCorner_baseline_y,noseLeftCorner_baseline_z,noseLeftCorner_transformed_x,noseLeftCorner_transformed_y,noseLeftCorner_transformed_z,rightCheek_raw_x,rightCheek_raw_y,rightCheek_raw_z,rightCheek_baseline_x,rightCheek_baseline_y,rightCheek_baseline_z,rightCheek_transformed_x,rightCheek_transformed_y,rightCheek_transformed_z,leftCheek_raw_x,leftCheek_raw_y,leftCheek_raw_z,leftCheek_baseline_x,leftCheek_baseline_y,leftCheek_baseline_z,leftCheek_transformed_x,leftCheek_transformed_y,leftCheek_transformed_z,time_segment,target_session
e1,e1-baseline,10,2.105486406483839,256.57782554626465,358.27415466308594,-91.81854636480908,257.2960796356201,353.73714447021484,-98.7271907026441,257.334967784107,353.8823079764607,-94.66170392886082,256.7899417877197,367.03990936279297,-47.68575057520117,257.49084091186523,362.7385559082031,-51.65423883030601,257.5393977641553,362.73371130259505,-50.545969995218584,245.27915954589844,366.4440536499024,-25.165409773668184,246.16238021850586,362.24149322509766,-27.46687720731861,245.99552689843824,362.24895168629865,-28.03990514112954,267.85675048828125,364.5149612426758,-24.26468078735336,268.3581848144531,360.3094711303711,-26.480717302891843,268.5603474075103,360.19090525027326,-27.105216292100298,227.1177291870117,363.48392486572266,-4.258282872279049,228.04482078552246,359.4560775756836,-5.2802951056709695,227.78956313382767,359.43530130860034,-7.151292805117961,285.5130100250244,358.735466003418,-1.4426775868851847,286.02006340026855,354.3627014160156,-2.143096664458361,286.152566778197,354.35426620135854,-4.248327650862717,0,e1-baseline
e1,e1-baseline,11,2.38160558912642,258.288516998291,358.8450241088867,-91.54988558005958,257.7223892211914,356.1538391113281,-98.99751187129084,257.9139836917737,356.2273411531521,-94.45198203425753,258.45173835754395,367.6968383789063,-47.48124749268727,257.91308212280273,365.11412048339844,-51.64741967527982,258.0464364136718,365.1371317536926,-50.394925758448295,246.82276725769043,366.83353424072266,-24.8591788995201,246.49904251098633,364.4559097290039,-27.348138613495983,246.31564544150658,364.49411325789197,-27.81813854920134,269.6345901489258,365.3852081298828,-24.376558261117918,268.89490699768066,362.6713104248047,-26.489718964886368,269.09890582167253,362.67698285254875,-27.242883506132454,228.6660861968994,363.46317291259766,-3.9420051953907684,228.32363319396973,361.5127410888672,-5.075088051614439,228.02415292538993,361.4477622236258,-6.96883147910903,287.26269721984863,359.5720672607422,-2.1241963125663066,286.58841133117676,356.68555450439453,-2.2317338059718193,286.542341083793,356.61014410088563,-4.912849655390681,0,e1-baseline
e1,e1-baseline,12,0.4575661211459342,255.8869743347168,348.99200439453125,-91.12108102867109,257.1052894592285,354.99427795410156,-91.41220644320246,256.80919176312625,355.05082785373503,-90.68370115337547,256.1591148376465,358.94798278808594,-48.720012943595265,257.3418617248535,364.1386489868164,-48.014697869322454,257.2551893775107,364.1411118633193,-48.090110511888604,244.73791122436523,358.85982513427734,-26.4542567490624,245.91083335876465,363.6463851928711,-25.541148403651764,245.9024929882433,363.6486960667134,-25.794609305620536,267.3208236694336,357.20848083496094,-25.222226848427134,268.40713119506836,361.8323287963867,-24.740848895465284,268.4817609039592,361.8765904667773,-24.66807821170307,226.86644554138184,356.3170623779297,-6.161093716393709,227.81498050689697,360.8357620239258,-4.844620168313003,228.08293936201943,360.76976248159065,-5.500702733987316,284.9635505676269,351.8244934082031,-2.4298639932147825,286.1228256225586,355.99473571777344,-2.2296451256856966,286.1713474725117,355.9551499397393,-2.045964989065669,0,e1-baseline
e1,e1-baseline,13,0.3634316898298345,258.8532257080078,350.40069580078125,-90.52212616505606,257.7065620422363,354.394775390625,-91.15950928670621,257.7710658963933,354.39910357849084,-90.63399409908887,259.0822219848633,359.99664306640625,-47.699673857097956,257.9539260864258,363.6371154785156,-47.91036043826359,257.9612582156383,363.56484544820313,-47.717213374687844,247.82655715942383,359.75685119628906,-25.2418902310031,246.55179405212402,363.1892395019531,-25.34295341364395,246.61862302773153,363.24649396503474,-25.304207875038145,270.12725830078125,358.39569091796875,-24.796436297196895,269.03557205200195,361.5094985961914,-24.81985701402304,268.89818341973483,361.59416302870505,-24.79093492378625,230.093994140625,356.7981719970703,-4.520895324816734,228.54047870635986,360.35414123535156,-4.369981506692614,228.77135454141558,360.310223353164,-4.678725427517552,287.9179286956787,353.09234619140625,-3.044874141267026,286.7691478729248,355.87630462646484,-2.5510508522091397,286.5369957111592,355.846245455504,-3.028636811419884,0,e1-baseline
e1,e1-baseline,14,0.7762315324589217,256.734037399292,351.7372512817383,-90.86657774925214,257.26811599731445,353.6498260498047,-91.17564337756959,258.03100977526094,353.54875773213814,-90.88007424247873,257.08499908447266,361.4521408081055,-47.77127791266574,257.5136032104492,363.0267028808594,-47.87159255624948,257.654625822264,363.0255114230401,-47.73199670452607,246.0702896118164,361.3796997070313,-24.724282467180384,246.14733695983887,362.65479278564453,-25.289003624086835,246.25557559306193,362.82031691747403,-24.87346174203591,268.0387115478516,359.5790481567383,-25.334240952528074,268.5956268310547,361.0166778564453,-24.798828629324678,268.2321751141059,361.03381333611395,-25.12532711188677,228.0429553985596,358.3482360839844,-3.1811905531740168,228.1574420928955,359.68211364746094,-4.412693532410855,227.87178994402478,359.6610250993792,-3.6523717566459704,286.1546516418457,354.0464782714844,-4.464258797287985,286.3623676300049,355.4541702270508,-2.7011741662442565,285.9993164728402,355.3948589391205,-3.9857043283122393,1,e1-baseline
e1,e1-baseline,15,0.6873480530919717,256.4548873901367,351.28570556640625,-90.89418358340544,257.24352836608887,352.25213623046875,-90.99077082128886,257.9260396164792,352.1676696367172,-90.82310941340845,256.83234214782715,361.0633087158203,-47.94848745893805,257.5220832824707,361.83138275146484,-47.92413993299685,257.6756422804842,361.87359933264617,-47.86022961039197,245.76579093933103,360.9576416015625,-24.749589983889738,246.2446632385254,361.55751037597656,-25.205839666131144,246.30002103093872,361.6690600199447,-24.811976529007385,267.74837493896484,359.024658203125,-25.600141479172574,268.5739517211914,359.91861724853516,-25.065920767688517,268.3020853228912,359.85505867251766,-25.370929094117685,227.71636962890625,358.0217361450196,-3.1038683553739617,228.2771701812744,358.5896759033203,-4.1818106290298385,227.9782554117138,358.5996635883751,-3.4150111962732677,285.7928466796875,353.49971771240234,-4.950036165753385,286.4183349609375,354.40702056884766,-3.4026458820178975,286.097688087981,354.39129182841236,-4.489871855954341,1,e1-baseline
e1,e1-baseline,16,0.5838069979970372,255.72575569152832,351.8849182128906,-90.69569223569182,256.7309761047363,350.86011505126953,-90.8199321524153,257.2607801239413,350.76788806980335,-90.47906837316134,256.20097160339355,361.54727935791016,-48.206930246389,257.0719299316406,360.6014709472656,-48.0692764837372,257.2208804219103,360.7624886691165,-48.06458599606182,245.03308296203613,360.9230422973633,-24.958883260934716,245.88672637939453,360.3754119873047,-25.225780538414064,245.76898366459747,360.3249566628272,-24.95082983972211,267.4284267425537,359.3161392211914,-26.000744878513594,268.132719039917,358.7048034667969,-25.39075809116766,268.17457837971295,358.7006629771501,-25.70583424939329,227.17559337615967,357.9470443725586,-3.2423149399508286,227.97907161712646,357.4864501953125,-4.04187257794185,227.64553129319864,357.52651526557605,-3.431883827292106,285.2558898925781,353.62621307373047,-5.560942524059644,286.0169734954834,353.2178497314453,-4.089995124316564,285.7476426849376,353.1635897349215,-5.005412682361981,1,e1-baseline
e1,e1-baseline,17,11.632475292155082,242.31525421142567,347.29156494140625,-125.01011428097989,254.01663208007812,350.52002716064453,-97.59773880287707,260.6796979127417,349.52640421056003,-114.86656869261103,243.4801483154297,356.9075012207031,-66.12770994656572,254.53613662719727,360.19337463378906,-51.55081588433129,256.28043305152426,359.9011133027907,-56.26646093729265,233.4802722930908,356.0087585449219,-28.166194672216587,243.63519859313965,359.8051986694336,-25.568168123044906,242.47003230458222,359.9196992728504,-19.50840894110218,255.02592086791992,355.1522445678711,-41.24700696212593,265.67373847961426,358.2935562133789,-28.595714113907416,265.17412837552877,358.03763383912184,-30.32682334299839,216.5233325958252,352.8666687011719,12.152365108477966,225.91044902801514,356.79637145996094,-0.37918081296751505,221.4150901376126,358.00250092367764,18.910473865505242,273.5123920440674,350.81432342529297,-22.472679208247996,283.7267417907715,353.0158157348633,-8.098558167323208,281.4795148168262,353.23699232306933,-9.732387855952465,1,e1-baseline
e1,e1-baseline,18,2.209019322353654,257.4348449707031,348.8397979736328,-91.50882491087704,253.7329559326172,350.20784759521484,-97.79507855204126,253.584229867459,350.2845709476243,-93.75362318523796,257.9034805297852,358.34178924560547,-48.02445392595994,254.30038833618164,359.8624038696289,-51.61577189810369,254.53886120186456,359.9146611107326,-50.305400898940015,247.56134033203125,356.5938949584961,-23.234058641492556,243.58215522766113,359.172607421875,-25.166601805142797,243.90038803360096,359.17272576047947,-25.589998469417836,268.9452838897705,357.52376556396484,-27.199206006743964,265.4373435974121,358.1191711425781,-29.076268055816826,265.31454111025784,358.2532626991947,-29.391147077416644,229.89784240722656,351.3237762451172,0.8231768347790172,225.87121868133545,355.7014923095703,0.689633618951635,225.67192198433048,355.54372866066586,-1.6509656047926715,287.75370597839355,353.8429641723633,-9.665100683982295,283.69389724731445,353.1659393310547,-9.42260347586626,283.60801682500914,353.0605124912248,-11.69555493221407,1,e1-baseline
e1,e1-baseline,19,4.35944885713402,254.1804313659668,352.21763610839844,-90.362574463208,253.22223472595215,350.3039245605469,-97.69427789483242,249.59125726354665,350.75508510667026,-93.20255708115211,254.1958808898925,361.5789794921875,-47.77464812762955,253.72256469726562,359.8877716064453,-51.616445941096444,253.03216531494365,359.94585197886005,-50.71660158660606,242.8737545013428,360.0996780395508,-26.17165316379663,242.9428482055664,358.9166030883789,-25.456075944466043,243.37579188597257,358.57246159389507,-28.31266172763921,264.7055912017822,359.7076416015625,-23.80394377449316,264.77071952819824,358.14488983154297,-28.770208620209843,265.31494562154296,357.8020932926375,-27.627898934415704,224.45116996765137,356.4459609985352,-6.274490796012486,225.1528615951538,355.32103729248047,0.07097357038394136,226.47282589365943,355.15176027340124,-7.070560076779461,282.68351554870605,356.25999450683594,0.2723819790558022,282.9996700286865,353.608642578125,-8.475275320597504,285.02391280115705,353.95561671205536,-5.011030744225803,1,e1-baseline
e1,e1-baseline,20,5.304497187112393,262.0945358276367,359.39170837402344,-89.11309654330792,254.35016441345215,351.9251251220703,-97.33806048681294,249.71311798173835,352.1531463771758,-93.14443369650047,261.7065238952637,368.0504989624024,-45.215278907430985,254.69740104675293,361.2852096557617,-51.069804230795036,253.7569375106262,361.3512713514757,-49.54184637096764,250.3830528259277,366.07250213623047,-25.76578461685048,243.86630058288574,359.9395751953125,-25.659314871058193,244.4728750206213,359.59171472524116,-29.02048089928138,271.6963005065918,366.07154846191406,-20.542328782935254,265.56030464172363,359.5542678833008,-27.758646080962382,266.2062157434804,359.6951831352584,-25.988944363474765,231.45747184753407,362.22545623779297,-8.487026753800329,225.9010820388794,356.16178131103516,-1.0056581093013321,227.41146642545243,355.92221924597004,-9.86386349221695,289.4461727142334,361.3503646850586,5.716020802305298,283.7303352355957,355.17877197265625,-6.342063926985768,286.5449752773707,355.3311963050155,-1.6139788834744273,1,e1-baseline
e1,e1-baseline,21,9.258057160366548,259.12962913513184,358.6959457397461,-128.3742547797059,255.03093910217285,353.2873306274414,-104.87377299561577,250.88954155456,352.8169706343437,-120.54470859555641,258.8225269317627,367.4220275878906,-65.89897476733607,255.22171211242676,362.4601593017578,-54.60821313498445,254.2158589095963,362.3306805122401,-58.27252888406206,246.9285678863525,365.7968521118164,-36.76043173836714,244.24539756774902,360.9143371582031,-28.019624566544678,244.12918051695394,360.89743941545163,-28.450274007629957,269.7221088409424,365.5436706542969,-31.19158303107173,266.01904106140137,360.7997741699219,-28.79681371147401,267.2184079767537,361.05747876475033,-24.268928681057645,228.8099813461304,361.7832565307617,-11.039555719578068,226.22795963287354,356.9290237426758,-2.56510626522678,227.66138755630138,356.9393031561208,-1.6342239026023435,287.058048248291,360.7246017456055,4.017957669968244,284.0907669067383,356.59844970703125,-4.42628388818019,286.72143986919656,356.9472022241248,9.880849508882438,1,e1-baseline
e1,e1-baseline,22,12.294390007508579,257.1507167816162,356.99485778808594,-53.51769414929927,257.99803161621094,355.22798919677734,-90.57528896927963,258.41242297817564,355.8443679520818,-66.8087996115091,257.00406074523926,365.6932067871094,-27.468840631127836,257.9264945983887,364.21730041503906,-46.87643927189687,257.93387974018196,364.41743953438913,-40.722423992673605,245.5681228637696,364.0631866455078,-14.79583338153424,246.66296768188477,362.5252227783203,-25.34555230840821,246.48158315639873,362.45383400866103,-28.111638531985314,267.7778148651123,363.5290145874024,-13.367470271377925,268.56941986083984,362.4751281738281,-23.220906373324407,268.6907810474436,362.4495628596073,-26.5794862711721,227.19682216644287,360.1770782470703,-3.3852016269579326,228.36265754699707,358.39110565185547,-5.67261961231396,228.1564469618153,358.07313394572685,-16.806423131864683,285.3347969055176,358.4403610229492,0.6965841234181076,286.4552478790283,358.1236572265625,0.20756877815303149,286.2997052993345,357.72206514191726,-12.454466217865255,1,e1-baseline
e1,e1-baseline,23,0.6153072839965503,256.18300437927246,348.82606506347656,-91.14200498875522,257.7476634979248,355.2252426147461,-90.50192498485526,258.3812121130759,355.2296563447317,-90.62796039341329,256.0470771789551,357.9276657104492,-47.427470442912565,257.55521392822266,364.1344757080078,-46.7570425752874,257.5790119012261,363.9908892932433,-46.85107821637318,244.25087928771973,356.95499420166016,-25.842300858321106,246.00087547302246,362.5974426269531,-25.867200751773918,245.52017381706492,362.7133018925592,-25.42753707485405,267.23682403564453,356.2733459472656,-23.363468715206352,268.22772789001465,362.2250442504883,-22.453758915016884,268.47900230281437,362.28180801190376,-22.65825617830251,226.50651454925537,353.42884063720703,-6.549902583275139,227.68439197540283,358.81211853027344,-7.147235495924791,227.57353858414407,358.8305311666724,-6.392431468594835,284.4987201690674,351.59664154052734,0.60173164138494,285.8042507171631,357.6743927001953,2.2609352432264784,285.48718476342503,357.6225297215539,1.491035851906089,1,e1-baseline
e1,e1-baseline,24,0.8276792256899647,257.5528907775879,349.78519439697266,-91.38029480159155,258.422155380249,354.73875427246094,-90.70546905253197,259.33528029503543,354.7143245896626,-90.48396249444586,257.6123714447021,359.0943145751953,-48.045114384681085,258.23851203918457,363.6375427246094,-46.81113582669771,258.27245962222173,363.56004314685663,-47.064787080432225,245.8420372009277,358.5300827026367,-26.152425697055747,246.59453201293945,362.2835235595703,-25.86335525842574,246.08087208497685,362.4544622066601,-25.42473560415732,268.98138999938965,357.2749710083008,-24.08630663011866,269.08288764953613,361.73851013183594,-22.510231486141983,269.1988012121509,361.78446601758304,-22.89763068483005,228.20068359375,355.33016204833984,-6.436089513078666,228.43429470062256,358.5889587402344,-7.179555239338026,228.1351754629227,358.5835013142243,-6.107427398164755,286.4346027374268,351.9939422607422,-0.4644453980724558,286.5544681549072,356.82118225097656,2.1135697678008265,286.30426126013117,356.7116744047012,1.0223661666956598,1,e1-baseline
e1,e1-baseline,25,0.9872728399955175,256.5918445587158,348.9790725708008,-91.50618989724704,257.32161712646484,352.6562271118164,-91.1840877233198,258.37809323526665,352.6885748768593,-90.94879440658222,256.8149185180664,358.29341888427734,-48.172518920243164,257.2601909637451,361.6861267089844,-47.402583829260145,257.353806995451,361.56301238066555,-47.53440685738484,245.6992149353028,357.8659439086914,-25.722770459168185,245.65776443481445,360.6422119140625,-25.854752426889284,245.72390956288638,360.64333914455244,-25.361619621519377,267.8484535217285,356.55574798583984,-24.8005140621169,268.3133182525635,359.8353500366211,-23.361868541978314,267.8701596680337,359.8488354271037,-23.923457495820998,227.6143884658813,355.15235900878906,-5.078632150379641,227.665678024292,357.1743392944336,-6.49787631865389,227.2262080885242,357.2916547345031,-5.1822690439792325,285.9148693084717,351.2742233276367,-2.037783317742762,285.8482074737549,354.8059539794922,0.5628089437912148,285.51459872547287,354.764792481726,-0.787812471023571,1,e1-baseline
